YEAR,FAC_NO,FAC_NAME,BEG_DATE,END_DATE,COUNTY_NAME,TYPE_CNTRL,PATIENT_DAYS,TOT_HC_REV,TOT_HC_EXP,NONHC_NET,INC_TAX,EXT_ITEM,NET_INCOME
2014,206451017,MARQUIS CARE OF SHASTA,1/1/2014 0:00,12/31/2014 0:00,Shasta,Investor Owned,47416,"$16,504,968.00 ","$14,962,952.00 ",$0.00 ,$0.00 ,$0.00 ,"$1,542,016.00 "
2013,206451017,MARQUIS CARE OF SHASTA,1/1/2013 0:00,12/31/2013 0:00,Shasta,Investor Owned,47595,"$15,948,690.00 ","$14,777,092.00 ",($57.00),$0.00 ,$0.00 ,"$1,171,541.00 "
2012,206451017,MARQUIS CARE OF SHASTA,1/1/2012 0:00,12/31/2012 0:00,Shasta,Investor Owned,49578,"$16,695,534.00 ","$14,529,580.00 ",$177.00 ,$0.00 ,$0.00 ,"$2,166,131.00 "
2011,206451017,MARQUIS CARE OF SHASTA,1/1/2011 0:00,12/31/2011 0:00,Shasta,Investor Owned,50001,"$16,478,033.00 ","$14,715,666.00 ",$217.00 ,$0.00 ,$0.00 ,"$1,762,584.00 "
2015,206452301,OAK RIVER REHAB,1/1/2015 0:00,12/31/2015 0:00,Shasta,Investor Owned,48112,"$18,784,533.00 ","$16,281,297.00 ",($312.00),"$13,500.00 ",$0.00 ,"$2,489,424.00 "
2014,206452301,OAK RIVER REHAB,1/1/2014 0:00,12/31/2014 0:00,Shasta,Investor Owned,48693,"$17,733,699.00 ","$15,196,320.00 ","$5,022.00 ","$13,390.00 ",$0.00 ,"$2,529,011.00 "
2013,206452301,OAK RIVER REHAB,1/1/2013 0:00,12/31/2013 0:00,Shasta,Investor Owned,47263,"$15,695,740.00 ","$15,832,418.00 ",($218.00),"$12,590.00 ",$0.00 ,"($149,486.00)"
2012,206452301,OAK RIVER REHAB,1/1/2012 0:00,12/31/2012 0:00,Shasta,Investor Owned,47769,"$14,750,310.00 ","$13,292,929.00 ","$1,753.00 ","$13,200.00 ",$0.00 ,"$1,445,934.00 "
2011,206452301,OAK RIVER REHAB,1/1/2011 0:00,12/31/2011 0:00,Shasta,Investor Owned,47865,"$15,290,713.00 ","$13,122,873.00 ",$362.00 ,"$13,200.00 ",$0.00 ,"$2,155,002.00 "
2015,206454001,CRESTWOOD WELLNESS & RECOVERY CENTER,1/1/2015 0:00,12/31/2015 0:00,Shasta,Investor Owned,33237,"$7,267,619.00 ","$6,371,347.00 ",$48.00 ,$0.00 ,$0.00 ,"$896,320.00 "
2014,206454001,CRESTWOOD WELLNESS & RECOVERY CENTER,1/1/2014 0:00,12/31/2014 0:00,Shasta,Investor Owned,32885,"$7,017,135.00 ","$6,080,471.00 ",$294.00 ,$0.00 ,$0.00 ,"$936,958.00 "
2013,206454001,CRESTWOOD WELLNESS & RECOVERY CENTER,1/1/2013 0:00,12/31/2013 0:00,Shasta,Investor Owned,33509,"$6,821,120.00 ","$5,965,547.00 ",$95.00 ,$0.00 ,$0.00 ,"$855,668.00 "
2012,206454001,CRESTWOOD WELLNESS & RECOVERY CENTER,1/1/2012 0:00,12/31/2012 0:00,Shasta,Investor Owned,33824,"$6,511,546.00 ","$5,475,416.00 ",$23.00 ,$0.00 ,$0.00 ,"$1,036,153.00 "
2011,206454001,CRESTWOOD WELLNESS & RECOVERY CENTER,1/1/2011 0:00,12/31/2011 0:00,Shasta,Investor Owned,33440,"$6,218,042.00 ","$5,197,151.00 ",$55.00 ,$0.00 ,$0.00 ,"$1,020,946.00 "
2015,206454002,COPPER RIDGE CARE CENTER,1/1/2015 0:00,12/31/2015 0:00,Shasta,Investor Owned,40028,"$16,801,653.00 ","$14,642,462.00 ","($28,817.00)","$13,500.00 ",$0.00 ,"$2,116,874.00 "
2014,206454002,COPPER RIDGE CARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Shasta,Investor Owned,41209,"$16,186,591.00 ","$14,068,104.00 ","$1,544.00 ","$13,390.00 ",$0.00 ,"$2,106,641.00 "
2013,206454002,COPPER RIDGE CARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Shasta,Investor Owned,41550,"$15,309,599.00 ","$15,345,992.00 ","$6,307.00 ","$12,590.00 ",$0.00 ,"($42,676.00)"
2012,206454002,COPPER RIDGE CARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Shasta,Investor Owned,41051,"$14,796,746.00 ","$13,128,190.00 ","$4,099.00 ","$13,200.00 ",$0.00 ,"$1,659,455.00 "
2011,206454002,COPPER RIDGE CARE CENTER,1/1/2011 0:00,12/31/2011 0:00,Shasta,Investor Owned,41647,"$14,653,709.00 ","$12,750,941.00 ","$1,257.00 ","$13,200.00 ",$0.00 ,"$1,890,825.00 "
2015,206454003,KINDRED TRANSITIONAL CARE & REHABILITATION-CANYONWOOD,7/1/2014 0:00,6/30/2015 0:00,Shasta,Investor Owned,37945,"$12,092,708.00 ","$12,091,107.00 ",$0.00 ,$0.00 ,$0.00 ,"$1,601.00 "
2014,206454003,KINDRED TRANSITIONAL CARE & REHABILITATION-CANYONWOOD,7/1/2013 0:00,6/30/2014 0:00,Shasta,Investor Owned,38609,"$11,956,450.00 ","$11,227,413.00 ",$0.00 ,$0.00 ,$0.00 ,"$729,037.00 "
2013,206454003,KINDRED TRANSITIONAL CARE & REHABILITATION-CANYONWOOD,7/1/2012 0:00,6/30/2013 0:00,Shasta,Investor Owned,37274,"$11,670,433.00 ","$11,240,622.00 ",$0.00 ,$0.00 ,$0.00 ,"$429,811.00 "
2012,206454003,KINDRED TRANSITIONAL CARE & REHABILITATION-CANYONWOOD,7/1/2011 0:00,6/30/2012 0:00,Shasta,Investor Owned,37759,"$11,991,168.00 ","$10,893,678.00 ",$0.00 ,$0.00 ,"($61,012.00)","$1,158,502.00 "
2011,206454003,KINDRED TRANSITIONAL CARE & REHABILITATION-CANYONWOOD,7/1/2010 0:00,6/30/2011 0:00,Shasta,Investor Owned,39092,"$11,791,036.00 ","$10,506,101.00 ",$0.00 ,$0.00 ,"$14,726.00 ","$1,270,209.00 "
2015,206471079,SHASTA VIEW NURSING CENTER,1/1/2015 0:00,12/31/2015 0:00,Siskiyou,Investor Owned,11482,"$2,443,624.00 ","$3,859,953.00 ","$95,738.00 ",$800.00 ,$0.00 ,"($1,321,391.00)"
2014,206471079,SHASTA VIEW NURSING CENTER,1/1/2014 0:00,12/31/2014 0:00,Siskiyou,Investor Owned,14738,"$3,607,025.00 ","$4,194,222.00 ",$740.00 ,$800.00 ,$0.00 ,"($587,257.00)"
2013,206471079,SHASTA VIEW NURSING CENTER,1/1/2013 0:00,12/31/2013 0:00,Siskiyou,Investor Owned,17827,"$4,271,433.00 ","$4,211,631.00 ",$439.00 ,$800.00 ,$0.00 ,"$59,441.00 "
2012,206471079,SHASTA VIEW NURSING CENTER,1/1/2012 0:00,12/31/2012 0:00,Siskiyou,Investor Owned,17655,"$3,998,346.00 ","$3,773,181.00 ",$172.00 ,$800.00 ,$0.00 ,"$224,537.00 "
2011,206471079,SHASTA VIEW NURSING CENTER,1/1/2011 0:00,12/31/2011 0:00,Siskiyou,Investor Owned,17763,"$3,862,941.00 ","$3,950,008.00 ","$1,811.00 ",$800.00 ,$0.00 ,"($86,056.00)"
2015,206480917,SPRINGS ROAD HEALTHCARE,1/1/2015 0:00,12/31/2015 0:00,Solano,Investor Owned,19800,"$5,959,632.00 ","$5,445,406.00 ","$1,546.00 ",$0.00 ,$0.00 ,"$515,772.00 "
2014,206480917,SPRINGS ROAD HEALTHCARE,1/1/2014 0:00,12/31/2014 0:00,Solano,Investor Owned,20237,"$6,028,401.00 ","$5,387,478.00 ",$0.00 ,$0.00 ,$0.00 ,"$640,923.00 "
2013,206480917,SPRINGS ROAD HEALTHCARE,1/1/2013 0:00,12/31/2013 0:00,Solano,Investor Owned,19827,"$5,942,369.00 ","$5,344,823.00 ",$0.00 ,$0.00 ,$0.00 ,"$597,546.00 "
2012,206480917,SPRINGS ROAD HEALTHCARE,1/1/2012 0:00,12/31/2012 0:00,Solano,Investor Owned,20267,"$6,111,506.00 ","$5,282,523.00 ",$0.00 ,$0.00 ,$0.00 ,"$828,983.00 "
2011,206480917,SPRINGS ROAD HEALTHCARE,1/1/2011 0:00,12/31/2011 0:00,Solano,Investor Owned,19526,"$6,363,935.00 ","$5,738,891.00 ",$0.00 ,$0.00 ,$0.00 ,"$625,044.00 "
2015,206480965,HEARTWOOD AVENUE HEALTHCARE,1/1/2015 0:00,12/31/2015 0:00,Solano,Not-for-Profit,18072,"$4,938,499.00 ","$4,382,182.00 ","$1,357.00 ",$0.00 ,$0.00 ,"$557,674.00 "
2014,206480965,HEARTWOOD AVENUE HEALTHCARE,1/1/2014 0:00,12/31/2014 0:00,Solano,Not-for-Profit,18587,"$4,859,055.00 ","$4,169,398.00 ",$423.00 ,$0.00 ,$0.00 ,"$690,080.00 "
2013,206480965,HEARTWOOD AVENUE HEALTHCARE,1/1/2013 0:00,12/31/2013 0:00,Solano,Not-for-Profit,17853,"$4,566,849.00 ","$4,066,283.00 ",$0.00 ,$0.00 ,$0.00 ,"$500,566.00 "
2012,206480965,HEARTWOOD AVENUE HEALTHCARE,1/1/2012 0:00,12/31/2012 0:00,Solano,Not-for-Profit,18488,"$4,868,758.00 ","$4,144,169.00 ",$0.00 ,$0.00 ,$0.00 ,"$724,589.00 "
2011,206480965,HEARTWOOD AVENUE HEALTHCARE,1/1/2011 0:00,12/31/2011 0:00,Solano,Not-for-Profit,17528,"$4,664,034.00 ","$4,383,599.00 ",$0.00 ,$0.00 ,$0.00 ,"$280,435.00 "
2015,206480995,LA MARIPOSA CARE AND REHABILITATION CENTER,1/1/2015 0:00,12/31/2015 0:00,Solano,Investor Owned,25768,"$7,255,797.00 ","$8,251,430.00 ","$3,614.00 ",$800.00 ,$0.00 ,"($992,819.00)"
2014,206480995,LA MARIPOSA CARE AND REHABILITATION CENTER,1/1/2014 0:00,12/31/2014 0:00,Solano,Investor Owned,31952,"$9,548,651.00 ","$9,532,994.00 ","$2,407.00 ",$800.00 ,$0.00 ,"$17,264.00 "
2013,206480995,LA MARIPOSA CARE AND REHABILITATION CENTER,1/1/2013 0:00,12/31/2013 0:00,Solano,Investor Owned,31428,"$9,530,332.00 ","$9,574,741.00 ",$642.00 ,$800.00 ,$0.00 ,"($44,567.00)"
2012,206480995,LA MARIPOSA CARE AND REHABILITATION CENTER,1/1/2012 0:00,12/31/2012 0:00,Solano,Investor Owned,30737,"$9,902,926.00 ","$9,447,709.00 ",$231.00 ,$800.00 ,$0.00 ,"$454,648.00 "
2011,206480995,LA MARIPOSA CARE AND REHABILITATION CENTER,1/1/2011 0:00,12/31/2011 0:00,Solano,Investor Owned,33191,"$9,552,912.00 ","$10,133,592.00 ",$780.00 ,$800.00 ,$0.00 ,"($580,700.00)"
2015,206481011,WINDSOR VALLEJO NURSING AND REHABILITATION CENTER,1/1/2015 0:00,12/31/2015 0:00,Solano,Investor Owned,53415,"$18,137,409.00 ","$15,784,794.00 ","$4,284.00 ","$12,590.00 ",$0.00 ,"$2,344,309.00 "
2014,206481011,WINDSOR VALLEJO NURSING AND REHABILITATION CENTER,1/1/2014 0:00,12/31/2014 0:00,Solano,Investor Owned,54259,"$17,264,864.00 ","$15,815,594.00 ","$1,520.00 ","$12,590.00 ",$0.00 ,"$1,438,200.00 "
2013,206481011,WINDSOR VALLEJO NURSING AND REHABILITATION CENTER,1/1/2013 0:00,12/31/2013 0:00,Solano,Investor Owned,51033,"$15,363,388.00 ","$14,769,861.00 ",$0.00 ,$0.00 ,$0.00 ,"$593,527.00 "
2012,206481011,WINDSOR VALLEJO NURSING AND REHABILITATION CENTER,1/1/2012 0:00,12/31/2012 0:00,Solano,Investor Owned,48450,"$14,919,448.00 ","$14,753,794.00 ",$0.00 ,$0.00 ,$0.00 ,"$165,654.00 "
2011,206481011,WINDSOR VALLEJO NURSING AND REHABILITATION CENTER,1/1/2011 0:00,12/31/2011 0:00,Solano,Investor Owned,48230,"$15,744,687.00 ","$14,314,722.00 ",$0.00 ,$0.00 ,$0.00 ,"$1,429,965.00 "
2014,206481018,CRESTWOOD MANOR - VALLEJO,1/1/2014 0:00,12/31/2014 0:00,Solano,Investor Owned,11761,"$2,528,136.00 ","$2,966,146.00 ",$0.00 ,$0.00 ,$0.00 ,"($438,010.00)"
2013,206481018,CRESTWOOD MANOR - VALLEJO,1/1/2013 0:00,12/31/2013 0:00,Solano,Investor Owned,12884,"$3,245,844.00 ","$2,832,284.00 ",$0.00 ,$0.00 ,$0.00 ,"$413,560.00 "
2012,206481018,CRESTWOOD MANOR - VALLEJO,1/1/2012 0:00,12/31/2012 0:00,Solano,Investor Owned,13048,"$3,012,574.00 ","$2,724,619.00 ",$18.00 ,$0.00 ,$0.00 ,"$287,973.00 "
2011,206481018,CRESTWOOD MANOR - VALLEJO,1/1/2011 0:00,12/31/2011 0:00,Solano,Investor Owned,12787,"$2,758,047.00 ","$2,653,099.00 ",$21.00 ,$0.00 ,$0.00 ,"$104,969.00 "
2015,206481084,FAIRFIELD POST ACUTE REHAB,1/1/2015 0:00,12/31/2015 0:00,Solano,Investor Owned,33129,"$13,977,080.00 ","$12,461,345.00 ","$11,380.00 ","$30,994.00 ",$0.00 ,"$1,496,121.00 "
2014,206481084,FAIRFIELD POST ACUTE REHAB,1/1/2014 0:00,12/31/2014 0:00,Solano,Investor Owned,33512,"$12,760,876.00 ","$11,327,603.00 ",($771.00),"$1,967.00 ",$0.00 ,"$1,430,535.00 "
2013,206481084,FAIRFIELD POST ACUTE REHAB,1/1/2013 0:00,12/31/2013 0:00,Solano,Investor Owned,34021,"$12,078,020.00 ","$11,595,050.00 ","$2,094.00 ","$7,791.00 ",$4.00 ,"$477,269.00 "
2012,206481084,FAIRFIELD POST ACUTE REHAB,1/1/2012 0:00,12/31/2012 0:00,Solano,Investor Owned,33515,"$11,539,307.00 ","$10,594,073.00 ",$748.00 ,"$17,801.00 ","($21,006.00)","$949,187.00 "
2011,206481084,FAIRFIELD POST ACUTE REHAB,1/1/2011 0:00,12/31/2011 0:00,Solano,Investor Owned,33132,"$11,463,624.00 ","$9,970,001.00 ","$36,613.00 ","$56,239.00 ",$0.00 ,"$1,473,997.00 "
2015,206481086,GREENFIELD CARE CENTER OF FAIRFIELD,1/1/2015 0:00,12/31/2015 0:00,Solano,Investor Owned,29104,"$7,842,147.00 ","$7,125,712.00 ","$18,082.00 ",$0.00 ,$0.00 ,"$734,517.00 "
2014,206481086,GREENFIELD CARE CENTER OF FAIRFIELD,1/1/2014 0:00,12/31/2014 0:00,Solano,Investor Owned,25492,"$6,240,592.00 ","$6,713,518.00 ",$0.00 ,$800.00 ,$0.00 ,"($473,726.00)"
2013,206481086,GREENFIELD CARE CENTER OF FAIRFIELD,1/1/2013 0:00,12/31/2013 0:00,Solano,Investor Owned,25567,"$6,086,589.00 ","$6,656,759.00 ",$0.00 ,$0.00 ,$0.00 ,"($570,170.00)"
2012,206481086,GREENFIELD CARE CENTER OF FAIRFIELD,1/1/2012 0:00,12/31/2012 0:00,Solano,Investor Owned,26385,"$6,284,448.00 ","$6,872,070.00 ",$0.00 ,$0.00 ,$0.00 ,"($587,622.00)"
2011,206481086,GREENFIELD CARE CENTER OF FAIRFIELD,1/1/2011 0:00,12/31/2011 0:00,Solano,Investor Owned,26708,"$6,460,393.00 ","$6,536,198.00 ",$0.00 ,"$2,948.00 ",$0.00 ,"($78,753.00)"
2015,206481105,ORCHARD POST ACUTE CARE,1/1/2015 0:00,12/31/2015 0:00,Solano,Investor Owned,23136,"$8,181,669.00 ","$8,008,306.00 ","$5,432.00 ","$34,219.00 ",$0.00 ,"$144,576.00 "
2014,206481105,ORCHARD POST ACUTE CARE,1/1/2014 0:00,12/31/2014 0:00,Solano,Investor Owned,24780,"$8,015,134.00 ","$8,066,255.00 ",$7.00 ,$800.00 ,$0.00 ,"($51,914.00)"
2013,206481105,ORCHARD POST ACUTE CARE,1/1/2013 0:00,12/31/2013 0:00,Solano,Investor Owned,23338,"$7,828,475.00 ","$7,823,466.00 ",$79.00 ,$0.00 ,$0.00 ,"$5,088.00 "
2012,206481105,ORCHARD POST ACUTE CARE,1/1/2012 0:00,12/31/2012 0:00,Solano,Investor Owned,23303,"$7,935,629.00 ","$7,785,810.00 ",$0.00 ,$0.00 ,$0.00 ,"$149,819.00 "
2011,206481105,ORCHARD POST ACUTE CARE,1/1/2011 0:00,12/31/2011 0:00,Solano,Investor Owned,24110,"$8,034,089.00 ","$8,419,491.00 ",$457.00 ,$0.00 ,$0.00 ,"($384,945.00)"
2015,206484004,VACAVILLE CONVALESCENT & REHAB CENTER,1/1/2015 0:00,12/31/2015 0:00,Solano,Investor Owned,36671,"$12,462,674.00 ","$12,020,882.00 ",$0.00 ,$0.00 ,$0.00 ,"$441,792.00 "
2014,206484004,VACAVILLE CONVALESCENT & REHAB CENTER,1/1/2014 0:00,12/31/2014 0:00,Solano,Investor Owned,37013,"$12,539,170.00 ","$12,762,830.00 ","$18,696.00 ",$0.00 ,$0.00 ,"($204,964.00)"
2013,206484004,VACAVILLE CONVALESCENT & REHAB CENTER,1/1/2013 0:00,12/31/2013 0:00,Solano,Investor Owned,37242,"$12,202,087.00 ","$11,301,202.00 ","$72,136.00 ",$0.00 ,$0.00 ,"$973,021.00 "
2012,206484004,VACAVILLE CONVALESCENT & REHAB CENTER,1/1/2012 0:00,12/31/2012 0:00,Solano,Investor Owned,38051,"$12,400,912.00 ","$12,101,419.00 ",$0.00 ,$0.00 ,$0.00 ,"$299,493.00 "
2011,206484004,VACAVILLE CONVALESCENT & REHAB CENTER,1/1/2011 0:00,12/31/2011 0:00,Solano,Investor Owned,37925,"$12,130,380.00 ","$11,303,770.00 ",$0.00 ,$0.00 ,$0.00 ,"$826,610.00 "
2015,206484032,PARADISE VALLEY ESTATES,1/1/2015 0:00,12/31/2015 0:00,Solano,Not-for-Profit,19972,"$3,734,655.00 ","$9,326,610.00 ","$6,440,149.00 ",$0.00 ,$0.00 ,"$848,194.00 "
2014,206484032,PARADISE VALLEY ESTATES,1/1/2014 0:00,12/31/2014 0:00,Solano,Not-for-Profit,20266,"$4,169,296.00 ","$7,730,078.00 ","$9,934,706.00 ",$0.00 ,$0.00 ,"$6,373,924.00 "
2013,206484032,PARADISE VALLEY ESTATES,1/1/2013 0:00,12/31/2013 0:00,Solano,Not-for-Profit,20312,"$4,021,406.00 ","$7,321,874.00 ","$7,755,679.00 ",$0.00 ,"$1,273,110.00 ","$3,182,101.00 "
2012,206484032,PARADISE VALLEY ESTATES,1/1/2012 0:00,12/31/2012 0:00,Solano,Not-for-Profit,20516,"$3,689,972.00 ","$6,986,537.00 ","$6,849,555.00 ",$0.00 ,$0.00 ,"$3,552,990.00 "
2011,206484032,PARADISE VALLEY ESTATES,1/1/2011 0:00,12/31/2011 0:00,Solano,Not-for-Profit,20186,"$3,962,444.00 ","$6,610,835.00 ","$5,291,471.00 ",$0.00 ,$0.00 ,"$2,643,080.00 "
2015,206490931,WINDSOR CARE CENTER OF PETALUMA,1/1/2015 0:00,12/31/2015 0:00,Sonoma,Investor Owned,25464,"$8,626,158.00 ","$9,011,467.00 ","$2,939.00 ","$12,590.00 ",$0.00 ,"($394,960.00)"
2014,206490931,WINDSOR CARE CENTER OF PETALUMA,1/1/2014 0:00,12/31/2014 0:00,Sonoma,Investor Owned,24857,"$8,094,164.00 ","$8,748,319.00 ","$1,979.00 ","$12,590.00 ",$0.00 ,"($664,766.00)"
2013,206490931,WINDSOR CARE CENTER OF PETALUMA,1/1/2013 0:00,12/31/2013 0:00,Sonoma,Investor Owned,24921,"$7,620,654.00 ","$8,608,287.00 ",$0.00 ,$0.00 ,$0.00 ,"($987,633.00)"
2012,206490931,WINDSOR CARE CENTER OF PETALUMA,1/1/2012 0:00,12/31/2012 0:00,Sonoma,Investor Owned,24873,"$8,180,070.00 ","$7,822,274.00 ",$0.00 ,$0.00 ,$0.00 ,"$357,796.00 "
2011,206490931,WINDSOR CARE CENTER OF PETALUMA,5/1/2011 0:00,12/31/2011 0:00,Sonoma,Investor Owned,15300,"$4,752,686.00 ","$4,719,400.00 ",$0.00 ,$0.00 ,$0.00 ,"$33,286.00 "
2015,206490940,CREEKSIDE REHABILITATION AND BEHAVIORAL HEALTH,1/1/2015 0:00,12/31/2015 0:00,Sonoma,Investor Owned,61694,"$22,701,685.00 ","$21,896,586.00 ","$2,278.00 ","$257,510.00 ",$0.00 ,"$549,867.00 "
2014,206490940,CREEKSIDE REHABILITATION AND BEHAVIORAL HEALTH,1/1/2014 0:00,12/31/2014 0:00,Sonoma,Investor Owned,60791,"$21,508,948.00 ","$20,792,678.00 ",$396.00 ,"$243,351.00 ",$0.00 ,"$473,315.00 "
2013,206490940,CREEKSIDE REHABILITATION AND BEHAVIORAL HEALTH,1/1/2013 0:00,12/31/2013 0:00,Sonoma,Investor Owned,58621,"$20,532,632.00 ","$20,726,116.00 ",$106.00 ,$800.00 ,$0.00 ,"($194,178.00)"
2012,206490940,CREEKSIDE REHABILITATION AND BEHAVIORAL HEALTH,1/1/2012 0:00,12/31/2012 0:00,Sonoma,Investor Owned,59419,"$21,519,825.00 ","$21,406,463.00 ",$228.00 ,$800.00 ,$0.00 ,"$112,790.00 "
2011,206490940,CREEKSIDE REHABILITATION AND BEHAVIORAL HEALTH,1/1/2011 0:00,12/31/2011 0:00,Sonoma,Investor Owned,61766,"$21,669,241.00 ","$21,512,326.00 ",$43.00 ,$800.00 ,$0.00 ,"$156,158.00 "
2015,206490947,FIRCREST CONVALESCENT HOSPITAL,1/1/2015 0:00,12/31/2015 0:00,Sonoma,Investor Owned,15970,"$4,004,065.00 ","$4,260,796.00 ",$2.00 ,$800.00 ,$0.00 ,"($257,529.00)"
2014,206490947,FIRCREST CONVALESCENT HOSPITAL,1/1/2014 0:00,12/31/2014 0:00,Sonoma,Investor Owned,16602,"$3,917,699.00 ","$4,435,233.00 ",$0.00 ,$800.00 ,$0.00 ,"($518,334.00)"
2013,206490947,FIRCREST CONVALESCENT HOSPITAL,1/1/2013 0:00,12/31/2013 0:00,Sonoma,Investor Owned,16151,"$3,539,742.00 ","$4,146,645.00 ",$13.00 ,$800.00 ,$0.00 ,"($607,690.00)"
2012,206490947,FIRCREST CONVALESCENT HOSPITAL,1/1/2012 0:00,12/31/2012 0:00,Sonoma,Investor Owned,16723,"$4,236,992.00 ","$4,222,165.00 ",$668.00 ,$800.00 ,$0.00 ,"$14,695.00 "
2011,206490947,FIRCREST CONVALESCENT HOSPITAL,1/1/2011 0:00,12/31/2011 0:00,Sonoma,Investor Owned,17396,"$4,089,069.00 ","$4,543,580.00 ",$248.00 ,$800.00 ,$0.00 ,"($455,063.00)"
2015,206490954,HEALDSBURG SENIOR LIVING COMMUNITY,1/1/2015 0:00,12/31/2015 0:00,Sonoma,Investor Owned,11531,"$4,270,904.00 ","$4,535,380.00 ","$574,115.00 ","$12,641.00 ",$0.00 ,"$296,998.00 "
2014,206490954,HEALDSBURG SENIOR LIVING COMMUNITY,1/1/2014 0:00,12/31/2014 0:00,Sonoma,Investor Owned,11496,"$4,201,885.00 ","$4,432,250.00 ","$411,516.00 ","$13,705.00 ",$0.00 ,"$167,446.00 "
2013,206490954,HEALDSBURG SENIOR LIVING COMMUNITY,1/1/2013 0:00,12/31/2013 0:00,Sonoma,Investor Owned,11542,"$3,877,025.00 ","$4,354,377.00 ","$1,307,830.00 ","$12,590.00 ",$0.00 ,"$817,888.00 "
2012,206490954,HEALDSBURG SENIOR LIVING COMMUNITY,1/1/2012 0:00,12/31/2012 0:00,Sonoma,Investor Owned,12609,"$4,109,485.00 ","$4,356,241.00 ","$15,263.00 ","$7,912.00 ",$0.00 ,"($239,405.00)"
2011,206490954,HEALDSBURG SENIOR LIVING COMMUNITY,1/1/2011 0:00,12/31/2011 0:00,Sonoma,Investor Owned,12207,"$4,246,886.00 ","$4,600,378.00 ","($324,737.00)","$12,430.00 ",$0.00 ,"($690,659.00)"
2015,206490956,APPLE VALLEY POST ACUTE REHAB,1/1/2015 0:00,12/31/2015 0:00,Sonoma,Investor Owned,32042,"$12,781,772.00 ","$11,478,132.00 ",($1.00),"$7,543.00 ",$0.00 ,"$1,296,096.00 "
2014,206490956,APPLE VALLEY POST ACUTE REHAB,1/1/2014 0:00,12/31/2014 0:00,Sonoma,Investor Owned,29860,"$11,768,990.00 ","$11,446,176.00 ",$3.00 ,($993.00),$0.00 ,"$323,810.00 "
2013,206490956,APPLE VALLEY POST ACUTE REHAB,1/1/2013 0:00,12/31/2013 0:00,Sonoma,Investor Owned,30331,"$12,190,515.00 ","$11,673,277.00 ",$464.00 ,"$23,070.00 ",$6.00 ,"$494,626.00 "
2012,206490956,APPLE VALLEY POST ACUTE REHAB,1/1/2012 0:00,12/31/2012 0:00,Sonoma,Investor Owned,30906,"$12,811,478.00 ","$11,319,727.00 ","$2,915.00 ","$22,797.00 ","($40,638.00)","$1,512,507.00 "
2011,206490956,APPLE VALLEY POST ACUTE REHAB,1/1/2011 0:00,12/31/2011 0:00,Sonoma,Investor Owned,29245,"$12,711,380.00 ","$10,967,262.00 ","$8,452.00 ","$63,236.00 ",$0.00 ,"$1,689,334.00 "
2015,206490961,EMP RES POST ACUTE REHABILITATION,1/1/2015 0:00,12/31/2015 0:00,Sonoma,Investor Owned,32297,"$9,888,732.00 ","$9,806,800.00 ",$0.00 ,$0.00 ,"$2,595.00 ","$79,337.00 "
2014,206490961,EMP RES POST ACUTE REHABILITATION,1/1/2014 0:00,12/31/2014 0:00,Sonoma,Investor Owned,32343,"$8,590,691.00 ","$8,981,293.00 ",$0.00 ,$0.00 ,$0.00 ,"($390,602.00)"
2013,206490961,EMP RES POST ACUTE REHABILITATION,1/1/2013 0:00,12/31/2013 0:00,Sonoma,Investor Owned,31883,"$8,217,809.00 ","$8,518,251.00 ",$0.00 ,$0.00 ,$0.00 ,"($300,442.00)"
2012,206490961,EMP RES POST ACUTE REHABILITATION,1/1/2012 0:00,12/31/2012 0:00,Sonoma,Investor Owned,31581,"$8,680,748.00 ","$8,244,574.00 ",$0.00 ,$0.00 ,$0.00 ,"$436,174.00 "
2011,206490961,EMP RES POST ACUTE REHABILITATION,1/1/2011 0:00,12/31/2011 0:00,Sonoma,Investor Owned,31124,"$10,275,805.00 ","$9,036,548.00 ",$0.00 ,$0.00 ,$0.00 ,"$1,239,257.00 "
2015,206491000,GOLDEN LIVING CENTER - SANTA ROSA,1/1/2015 0:00,12/31/2015 0:00,Sonoma,Investor Owned,33051,"$9,695,391.00 ","$8,432,345.00 ","($1,003.00)","$441,670.00 ",$0.00 ,"$820,373.00 "
2014,206491000,GOLDEN LIVING CENTER - SANTA ROSA,1/1/2014 0:00,12/31/2014 0:00,Sonoma,Investor Owned,33725,"$9,422,210.00 ","$8,570,028.00 ",($755.00),"$297,999.00 ",$0.00 ,"$553,428.00 "
2013,206491000,GOLDEN LIVING CENTER - SANTA ROSA,1/1/2013 0:00,12/31/2013 0:00,Sonoma,Investor Owned,33213,"$9,053,477.00 ","$9,035,821.00 ",($334.00),"$98,293.00 ",$0.00 ,"($80,971.00)"
2012,206491000,GOLDEN LIVING CENTER - SANTA ROSA,1/1/2012 0:00,12/31/2012 0:00,Sonoma,Investor Owned,33509,"$8,714,083.00 ","$8,186,413.00 ","($2,259.00)","$183,894.00 ",$0.00 ,"$341,517.00 "
2011,206491000,GOLDEN LIVING CENTER - SANTA ROSA,1/1/2011 0:00,12/31/2011 0:00,Sonoma,Investor Owned,34358,"$8,955,438.00 ","$7,982,896.00 ",($459.00),"$340,229.00 ",$0.00 ,"$631,854.00 "
